abies;acer;alnusfru;alnusund;apiaceae;artemisia;asterund;betunana;betula;brassicaceae;carpinus;chenopodiaceae;corylus;cyperaceae;ephedra;ericaceae;fagus;fraxinus;juniperus;larix;olea;picea;pinushap;pinus;plantago;poaceae;quercusever;quercusdec;salix;tilia;ulmus;tann;biome
0;0;0;0.28;0;65.56;1.11;0;0.83;0;0;8.33;0;10.56;1.11;0;0;0;0;0;0;0.11;0;7.22;0;4.44;0;0;0.44;0;0;-0.823;WAST
0;0;0;0;0;52.82;6.34;0;0.14;0.35;0;25.35;0;6.34;0.35;0;0;0;0;0;0;0.07;0;1.83;0;6.34;0;0;0.07;0;0;-1.31;WAST
0;0;0;0.44;0;77.43;3.1;0;0.88;1.77;0;4.42;0;3.54;1.77;0;0;0;0;0;0;0;0;1.33;0;4.87;0;0;0.44;0;0;0.014;WAST
0;0;0;0;0;39.49;0.14;0;0.45;0;0;46.75;0.09;0.91;0.91;0;0;0;0;0.09;0;0.18;0;9.17;0.91;0.91;0;0;0;0;0;-0.555;WAST
0;0;0;0.83;0;31.4;0.83;0;4.96;0.83;0;36.36;0;0.83;0;0;0;0;0;1.65;0;0.83;0;9.92;4.13;7.44;0;0;0;0;0;-0.865;COST
0;0;0;0;0;15.85;2.44;0;1.83;0;0;5.49;0;3.66;0.61;0;0;0;0;0;0;0;0;3.66;0;10.98;0;0;55.49;0;0;-0.792;WAST
0.13;0;0;0.4;0;35;4;0;0.57;0.5;0;33;0.2;8;2;0;0;0;0;0.2;0;0.45;0;4.42;0;11;0;0;0.13;0;0;-0.974;WAST
0;0;0;2.85;2.03;2.03;0;0;19.51;0;0;1.22;2.85;2.03;0;0;0;0;0;0;0;14.23;0;48.78;0;2.03;0;0;0;1.22;1.22;4.046;COMX
0;0;0;0.31;0.93;63.78;1.86;0;3.41;0;0;22.91;0;0.31;0.31;0;0;0;0;0;0;0;0;0.62;0.31;4.95;0;0;0;0;0.31;3.937;COST
0;0;0;0.4;0.4;31.87;5.98;0;1.59;1.99;0;37.45;0;0;0;0;0;0;0;0;0;0;0;1.2;0;18.33;0;0;0;0.4;0.4;4.194;WAST
0;0;0;2.29;0;38.99;1.38;0;0.46;0.92;0.92;47.25;0.46;0;0.92;0;0;0;0;0;0;0;0;1.38;0;5.05;0;0;0;0;0;8.891;WAST
0;0;0;0.51;0;20.3;2.03;0;0.51;0;0;70.05;0;0;1.02;0;0;0;0;0;0;0;0;0.51;0;5.08;0;0;0;0;0;9.27;HODE
0;0;0;0;0;40.52;3.92;0;3.27;0.65;0;43.79;0;0.65;1.31;0;0;0;0;0;0;0;0;1.96;0;3.92;0;0;0;0;0;8.33;WAST
0;0;0;0;0;12.43;10.27;0;0.54;0;0;53.51;0;0;0;0;0;0;0;0;0;0;0;2.16;0;21.08;0;0;0;0;0;9.489;WAST
0;0;0;0;0;3.94;0.91;0;0.61;0;0;90.61;0;0.61;0.3;0;0;0;0;0;0;0;0;0.3;0;2.12;0;0;0;0;0.61;5.203;HODE
0;0;0;0;0;20.72;0.66;0;0.33;0;0;74.34;0;0.66;1.97;0;0;0;0;0;0;0;0;0.33;0;0.99;0;0;0;0;0;5.349;HODE
0;0;0;0;0;43.69;1.35;0;1.35;0;0;39.64;0;0;5.86;0;0;0;0;0;0;0;0;6.76;0;1.35;0;0;0;0;0;3.601;HODE
0.24;0;0;0;1.95;44.63;0.24;0;1.22;0;0;37.32;0;0;0.24;0;0;0;0;0;0;0;0;0;0.49;13.17;0;0;0;0.24;0.24;2.757;WAST
0.34;0;0;0;0;28.42;3.08;0;1.37;0;0;60.62;0;0;0.34;0;0;0;0;0;0;0;0;0.34;0;5.14;0;0;0;0;0.34;3.006;HODE
2.05;0;0;0;1.75;42.69;1.75;0;1.46;0;0;39.47;0;0;6.43;0;0;0;0;0;0;0.29;0;2.34;0;1.75;0;0;0;0;0;3.539;HODE
0;0;0;0;0;31.6;0.43;0;0;0;0;65.8;0;0;0.87;0;0;0;0;0;0;0;0;0.43;0;0.87;0;0;0;0;0;8.465;HODE
0;0;0;0;0;42.64;0.51;0;0;1.02;0;46.7;0;0;0;0;0;0;0;0;0;0;0;0;1.02;8.12;0;0;0;0;0;8.791;WAST
0;0;0;0;0.7;11.97;9.15;0;0;0.7;0;10.56;0;0;46.48;0;0;0;0;0;0;12.32;0;0;0;8.1;0;0;0;0;0;5.099;HODE
0;0;0;0;0;32.41;0.93;0;0;0;0;42.59;0;0;9.26;0;0;0;0;0;0;4.63;0;0;0;4.63;0;0;5.56;0;0;4.34;HODE
28.3;0;0;0;0.94;3.3;0.94;0;5.19;0;0;6.6;0;0.47;0;0;0;0;0;24.06;0;4.72;0;18.87;0;5.19;0;0;1.42;0;0;0.83;COCO
0.44;0;0;0.44;0;16.37;9.29;0;27.43;2.21;0;9.29;0;3.1;0;0;0;0;0;0;0;0;0;10.18;0;21.24;0;0;0;0;0;1.815;COMX
0;0;0;0;0;47.77;4.12;0;19.24;2.06;0;18.9;0;2.06;1.03;0;0;0;0;0;0;0;0;1.37;0;3.09;0;0;0.34;0;0;1.424;COST
0;0;0;0.29;0;27.03;5.23;0;31.1;0;0;6.4;0;2.62;0.58;0;0;0;0;0;0;0.29;0;11.05;0;13.66;0;0;1.74;0;0;2.259;COMX
0;0;0;0.3;0;32.42;3.64;0;19.7;0;0;8.48;0;0.61;0;0;0;0;0;0;0;0.3;0;26.36;0;7.88;0;0;0.3;0;0;4.986;COMX
0;0;0;0;0;7.62;2.86;0;10.48;0;0;2.86;0;0;0.48;0;0;0;1.43;0;0;0;0;71.43;0;2.86;0;0;0;0;0;4.149;COMX
0;0;0;0.39;0.39;13.18;7.36;0;12.79;0.39;0;1.16;0;0.39;0.39;0;0;0;0;0;0;0;0;63.18;0;0.39;0;0;0;0;0;4.152;COMX
0;0;0;0.43;0.43;42.92;5.15;0;14.16;0;0;11.16;0;1.72;0.86;0;0;0;0;0;0;0;0;10.73;0;12.02;0;0;0.43;0;0;3.653;COST
0;0;0;0;1.09;23.27;8.36;0;29.45;0.73;0;20.73;0;0.36;0;0;0;0;0;0;0;0;0;14.55;0;1.09;0;0;0.36;0;0;1.245;COMX
0;0;0;0;0;42.9;4.83;0;19.03;1.61;0;18.77;0;0;0.8;0;0;0;0;0;0;0;0;6.7;0;3.22;0;0;2.14;0;0;1.714;COST
0;0;0;0;0;31.58;9.91;0;18.89;0.93;0;12.38;0;2.17;0.93;0;0;0;0;0;0;0;0;9.6;0;12.38;0;0;1.24;0;0;2.017;COST
0;0;0;0.42;2.12;23.31;3.81;0;21.61;0;0;21.19;0;0;0;0;0;0;0;0;0;0;0;13.14;0.42;13.98;0;0;0;0;0;2.163;COMX
0;0;0;0;1.05;28.95;5.79;0;2.63;3.16;0;40;0;0;0.53;0;0;0;0;0;0;0;0;10.53;3.68;3.68;0;0;0;0;0;1.433;WAST
0;0;0;0.97;0;29.95;9.66;0;17.39;0.48;0;11.11;0;2.42;0.48;0;0;0;0;0;0;0;0;2.42;0;25.12;0;0;0;0;0;3.123;COST
0;0;0;0;0;58.12;5.76;0;10.47;0;0;19.37;0;0;0;0;0;0;0;0;0;0;0;1.05;0;4.71;0;0;0.52;0;0;3.877;COST
0.35;0;0;1.05;0;38.11;0.7;0;19.93;0.7;0;20.63;0.35;1.4;0.35;0;0;0;0;0;0;0;0;6.29;0.7;9.09;0;0;0.35;0;0;3.86;COMX
0;0;0;0.37;0;28.21;3.3;0;2.2;0;0;25.27;0;0;0;0;0;0;0;0;0;0;0;2.2;0;38.46;0;0;0;0;0;3.595;WAST
0;0;0;0;1.8;62.61;1.8;0;4.5;0.45;0;5.86;0;0.45;0;0;0;0;0;0;0;0;0;0;0;22.52;0;0;0;0;0;3.939;WAST
0;0;0;0.3;0;21.39;12.05;0;1.51;0.3;0;51.51;0;0.6;0.6;0;0;0;0;0;0;0;0;0.3;0;11.14;0;0;0.3;0;0;4.373;WAST
0;0;0;0;0.36;55.27;5.09;0;9.09;0;0;13.45;0;0;1.82;0;0;0;0;0;0;0;0;7.27;0;7.27;0;0;0.36;0;0;3.434;COST
0;0;0;0;0;55.56;6.25;0;3.47;0;0;30.56;0;0;0;0;0;0;0;0;0;0;0;1.39;0;2.78;0;0;0;0;0;4.248;COST
0;0;0;0;0;29.09;2.73;0;9.09;0.91;0;11.36;0;0.91;0;0;0;0;0;0;0;0;0;2.27;0;43.64;0;0;0;0;0;2.273;COST
0;0;0;0;0.42;45;0.83;0;2.5;0;0;38.33;0;0;0.83;0;0;0;0;0;0;0;0;0.42;0;9.17;0;0;2.08;0.42;0;5.342;COST
0;0;0;0;0;35.43;1.79;0;4.48;0;0;18.83;0;0;3.59;0;0;0;0;0;0;0;0;1.79;0;33.18;0;0;0.9;0;0;2.855;HODE
0;0;0;0.81;2.02;52.63;3.64;0;2.02;0.4;0;17.41;0;0;0;0;0;0;0;0;0;0;0;0.81;0;19.43;0;0;0;0.81;0;6.143;WAST
0;0;0;0;0.96;62.06;0.96;0;0.64;0;0;33.12;0;0;0;0;0;0;0;0;0;0;0;0;0;1.93;0;0;0;0.32;0;4.304;WAST
0;0;0;0.47;0.47;62.91;2.82;0;3.29;0;0;23;0;0;1.88;0;0;0;0;0;0;0;0;0.47;0;4.69;0;0;0;0;0;3.921;COST
0;0;0;0.32;0;52.38;0.95;0;2.86;0;0;37.46;0;0;0.95;0;0;0;0;0;0;0;0;3.17;0;1.9;0;0;0;0;0;3.991;COST
0;0;0;0;1.06;22.54;3.17;0;4.58;1.06;0;63.73;0;0;0.7;0;0;0;0;0;0;0;0;1.06;0;2.11;0;0;0;0;0;4.267;HODE
0.37;0;0;0;0;67.04;1.85;0;1.85;0;0;25.19;0;0;0.74;0;0;0;0;0;0;0;0;0.74;0;2.22;0;0;0;0;0;3.289;WAST
0;0;0;0;0;13.57;0.45;0;0.9;0.45;0;77.38;0;0;0.45;0;0;0;0;0;0;0;0;0.9;0;4.98;0;0.45;0;0.45;0;6.009;HODE
0;0;0;0;0;54.35;0.54;0;1.09;0;0;41.3;0;0;0.54;0;0;0;0;0;0;0;0;1.63;0;0.54;0;0;0;0;0;5.338;WAST
0;0;0;0;0;78.4;0.31;0;1.23;0;0;16.98;0;0;1.85;0;0;0;0;0;0;0;0;1.23;0;0;0;0;0;0;0;6.214;WAST
0;0;0;0.48;0;90.91;1.91;0;0.48;0;0;6.22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.815;WAST
0;0;0;0.49;0;58.25;0.49;0;1.46;0.49;0;22.33;0;0;0.49;0;0;0;0;0;0;0;0;0.97;0;15.05;0;0;0;0;0;5.593;WAST
0;0;0;0;0;74.07;0.74;0;5.19;0;0;18.52;0;0;0;0;0;0;0;0;0;0;0;0.74;0;0.74;0;0;0;0;0;5.995;COST
0;0;0;0;0;43.93;1.97;0;0.98;0;0;51.8;0;0;0.33;0;0;0;0;0;0;0;0;0.33;0;0.66;0;0;0;0;0;8.767;HODE
0;0;0;0;0;63.12;1.04;0;1.3;0.26;0;31.43;0;0;1.04;0;0;0;0;0;0;0;0;0.78;0;1.04;0;0;0;0;0;3.812;WAST
0;0;0;0;0;51.13;0.75;0;1.5;0;0;45.11;0;0;1.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.575;HODE
0;0;0;0.38;0;56.71;2.3;0;0.38;0;0;37.55;0;0;0;0;0;0;0;0;0;0;0;0.77;0;1.92;0;0;0;0;0;6.81;WAST
0;0;0;0.46;0;88.53;0;0;0.46;0;0;7.8;0;0;2.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.054;WAST
0;0;0;0;0.91;65.3;0;0;0.91;0.91;0;29.22;0;0;0.46;0;0;0;0;0;0;0;0;1.37;0;0.91;0;0;0;0;0;2.456;WAST
0;0;0;0.46;0;24.88;0.46;0;0;0.46;0;68.66;0;0.46;0.46;0;0;0;0;0;0;0;0;0;0;4.15;0;0;0;0;0;5.397;HODE
0;0;0;0;0;5.99;0.6;0;0.6;0;0;91.02;0;0.6;0;0;0;0;0;0;0;0;0;0.6;0;0.6;0;0;0;0;0;9.334;HODE
0;0;0;0;0;8.81;0.44;0;0;0.44;0;87.67;0;0.44;0;0;0;0;0;0;0;0;0;0;0;0.44;0;0;1.76;0;0;9.295;HODE
0;0;0;1.89;1.89;20.75;5.66;0;1.89;0;0;60.38;0;0;0;0;0;0;0;0;0;0;0;1.89;0;5.66;0;0;0;0;0;8.63;WAST
0.37;0;0;0.37;1.11;82.66;3.32;0;0;0.37;0;9.23;0;0;1.11;0;0;0;0;0;0;0;0;0.37;0;1.11;0;0;0;0;0;10.115;WAST
0;0.4;0;0;2.42;48.79;10.48;0;0.81;0;0;27.82;0;2.42;1.21;0;0;0;0;0;0;0;0;0;3.23;2.42;0;0;0;0;0;9.031;WAST
0;0;0;0;0;78.87;7.39;0;0;1.06;0;8.45;0;0.35;0.35;0;0;0;0;0;0;0;0;0.35;0;3.17;0;0;0;0;0;6.366;WAST
0;0;0;0;0.46;13.7;15.98;0;0;1.37;0;65.3;0;0;0.46;0;0;0;0;0;0;0.46;0;0;0;2.28;0;0;0;0;0;6.879;HODE
30.5;0;0;0;0;6.38;21.28;0;2.13;2.13;0;2.13;0;0;6.38;0;0;0;0;5.67;0;1.42;0;17.73;0;2.84;0;0;1.42;0;0;-0.275;COCO
5.78;0;0;0;0.36;1.81;8.3;0;10.83;0;0;9.03;0;0;0.36;0;0;0;0;42.96;0;2.89;0;10.11;0;7.22;0;0;0.36;0;0;-0.216;COCO
0;0;0;0;0.38;32.2;12.5;0;0.38;0.76;0;29.17;0;0.38;15.53;0.38;0;0;0;0;0;7.58;0;0;0;0.76;0;0;0;0;0;4.804;HODE
0.35;0;0;0;0;32.06;18.12;0;0.35;0;0;48.08;0;0;0;0;0;0;0;0;0;0;0;0;0;1.05;0;0;0;0;0;2.833;HODE
0;0;0;0;0.25;28.86;0.51;0;42.53;0.25;0;13.16;0;0.25;0;0;0;0;0;0;0;0;0;8.1;3.04;2.53;0;0;0.51;0;0;3.496;COMX
0;0;0;0;0.4;6.85;0.81;0;56.45;0;0;2.02;0;0.81;0;0;0;0;0;0;0;0;0.4;30.24;0;0.4;0;0;1.61;0;0;2.745;COMX
0;0;0;0.71;0;11.66;1.06;0;34.98;0;0;4.24;0;0;0;0;0;0;0;0;0;0;0;47;0;0;0;0;0.35;0;0;4.57;COMX
0;0;0;0;0.7;7.67;1.39;0;46.69;0;0;1.74;0;2.79;0;0;0;0;0;0;0;0;0;37.63;0;1.39;0;0;0;0;0;4.549;COMX
0;0;0;0.52;0.52;33.25;0.26;0;9.42;0;0;6.54;0;1.57;0;0;0;0;0;0;0;0;0;42.15;0;5.5;0;0;0.26;0;0;3.534;COMX
0;0;0;0;0;21.14;0.67;0;13.42;0;0;4.36;0;4.7;0;0;0;0;0;0;0;0;0;34.56;0;2.01;0;0;19.13;0;0;3.537;COMX
0;0;0;0;0.69;15.81;3.09;0;14.09;0;0;4.12;0;0.69;0;0;0;0;0;0;0;0;0;56.36;1.03;3.44;0;0.34;0.34;0;0;3.568;COMX
0;0;0;0;0;13.42;2.39;0;28.53;0;0;4.77;0;2.39;0;0;0;0;0;0;0;0.2;0;12.72;0;33.6;0;0;1.89;0.1;0;3.739;COMX
0;0;0;0.44;0;11.76;2.79;0;64.71;0.15;0;8.53;0;0;0;0;0;0;0;0;0;0.15;0;8.97;0;2.35;0;0;0.15;0;0;3.972;COMX
0;0;64.88;0;0;1.34;0;10.03;1;0;0;0;0;2.68;0;4.35;0;0;0;5.02;0;0;6.02;0.33;0;4.35;0;0;0;0;0;-12.389;TUND
0;0;0;7.22;0;0;0;0;1.11;4.44;0;0;0;0;0;51.67;0;0;0;0.56;0;0;33.89;0;0;1.11;0;0;0;0;0;-10.307;COCO
0;0;0;4.08;0;0;0.51;0;4.08;0;0;0;0;0;0;7.14;0;0;0;33.67;0;0;50;0.51;0;0;0;0;0;0;0;-7.711;COCO
0;0;0;7.24;0;0;0;0;7.24;0;0;0;0;0.66;0;9.87;0;0;0;0;0;0;73.68;0;0;1.32;0;0;0;0;0;-10.025;COMX
0;0;0;4.15;0;0.3;0;0;2.08;0;0;0;0;0.3;0;25.22;0;0;0;0;0;0;67.66;0;0;0.3;0;0;0;0;0;-10.824;COMX
0;0;0;5;0;0;1.25;0;0;0;0;0;0;0;0;0;0;0;0;1.25;0;0;92.5;0;0;0;0;0;0;0;0;-12.924;COCO
0;0;0;16.9;0;2.28;0;0;8.68;0;0;0;0;3.2;0;2.28;0;0;0;8.22;0;0;52.51;0;0;5.94;0;0;0;0;0;-11.296;COCO
0;0;0;6.19;0;0;0;0;4.12;1.03;0;0;0;4.12;0;10.31;0;0;0;14.43;0;0;47.42;0;0;9.28;0;0;3.09;0;0;-10.56;COCO
0;0;0;4.24;0;0;0.61;0;4.85;2.42;0;0.61;0;2.42;0;14.55;0;0;0;0;0;0;61.21;0;0;7.88;0;0;1.21;0;0;-10.134;COMX
0;0;0;17.14;0;0;0;0;9.52;0.95;0;0;0;3.81;0;5.71;0;0;0.95;0;0;0;53.33;0.95;0;7.62;0;0;0;0;0;-10.134;COMX
0;0;0;8.15;0;0;0;0;8.89;0;0;0;0;0;0;0;0;0;0;4.44;0;0;78.52;0;0;0;0;0;0;0;0;-8.145;COCO
0;0;0;26.4;0;0;0;0;21.2;0;0;0;0;0.8;0;2.8;0;0;0;2;0;0;42.8;0;0;4;0;0;0;0;0;-8.872;COCO
0;0;0;14.86;0;0;0;0;18.92;0.68;0;0;0;6.76;0;11.49;0;0;0;0;0;0;43.92;2.03;0;0;0;0;1.35;0;0;-10.614;COMX
0;0;0;20.83;0;0;0;0;14.58;0;0;0;0;4.17;0;22.92;0;0;0;6.25;0;0;25;0;0;2.08;0;0;4.17;0;0;-8.872;COCO
0;0;0;3.7;0;0;0;0;11.11;0;0;0;0;48.89;0;22.22;0;0;0;5.93;0;0;5.19;0;0;2.96;0;0;0;0;0;-12.458;COCO
0;0;0;16.3;0;0;0;0;18.52;0;0;0;0;31.85;0;15.56;0;0;0;5.19;0;0;5.93;0;0;6.67;0;0;0;0;0;-11.296;COCO
0;0;0;7.05;0;12.18;0;0;8.33;0;0;1.28;0;1.92;0;2.56;0;0;0;15.38;0;0;44.87;0;0;5.13;0;0;1.28;0;0;-10.582;COCO
0;0;0;0;0;3.92;0;0;1.96;3.27;0;0;0;1.31;0;0.65;0;0;0;0.65;0;0;83.66;0;0;3.27;0;0;1.31;0;0;-11.235;COCO
0;0;0;0.94;0;0.94;0;0;2.83;0.94;0;0;0;0;0;1.89;0;0;0;6.6;0;0;84.91;0;0;0.94;0;0;0;0;0;-10.025;COCO
0;0;0;0.51;0;0;0.26;0;14.65;0;0;0;0;0;0;5.14;0;0;0;0.26;0;0;77.89;0;0;1.29;0;0;0;0;0;-9.389;COCO
0;0;0;10.48;0;0;0;0;43.81;2.86;0;0.95;0;3.81;0;30.48;0;0;0;0;0;0;5.71;0;0;1.9;0;0;0;0;0;-13.877;COMX
0;0;0;6.62;0;0;0.74;0;5.88;2.21;0;0;0;4.41;0;54.41;0;0;0;0;0;0;24.26;0;0;0.74;0;0;0.74;0;0;-13.877;COMX
0;0;0;3.03;0;0;0;0;3.03;0;0;0;0;3.03;0;78.79;0;0;0;0;0;0;10.61;0;0;1.52;0;0;0;0;0;-13.816;COMX
0;0;0;6;0;0;0;0;6;0;0;0;0;8;0;60;0;0;0;0;0;0;12;0;0;8;0;0;0;0;0;-13.816;COMX
0;0;0;0;0;0;60.53;0;0;1.32;0;0;0;2.63;0;32.89;0;0;0;0;0;0;0;0;0;2.63;0;0;0;0;0;-13.64;WAST
0;0;0;0;0;0;62.96;0;0;0;0;0;0;7.41;0;7.41;0;0;0;0;0;0;14.81;0;0;7.41;0;0;0;0;0;-13.64;COST
0;0;8.42;0;0.5;0.99;0.5;5.45;4.46;0;0;0;0;1.49;0;2.97;0;0;0;0;0;41.58;0;30.69;0;0.99;0;0;1.98;0;0;-7.236;COMX
0;0;4.28;0.53;0.27;4.81;0;3.48;0;0;0;1.6;0;1.34;0;0.27;0;0;0;0;0;15.24;0.8;47.06;0;9.36;0;0;10.96;0;0;-7.046;COMX
0;0;0.53;0;0;7.37;0;2.11;0;0;0;0.53;0;3.16;0;0.53;0;0;0;0;0;27.89;0;55.79;0;2.11;0;0;0;0;0;-7.046;COMX
0;0;0;0;0;0.65;0;0;34.74;0;0;0.32;0;0;0;10.06;0;0;0;12.01;0;2.6;0;37.34;0;2.27;0;0;0;0;0;-7.415;COCO
0;0;1.6;0;0;2.56;3.21;0;11.22;0.32;0;0.32;0;4.81;0;0;0;0;0;13.46;0;3.53;0;52.88;0;4.49;0;0;1.6;0;0;-7.565;COCO
0;0;39.95;3.66;0.26;1.31;0;0;27.42;0;0;0;0;2.09;0;5.22;0;0;0;1.83;0;0;6.27;7.31;0;2.87;0;0;1.83;0;0;-7.565;COCO
0;0;0;0;0.3;0.9;1.2;0;69.67;0;0;0;0;0.6;0;0.9;0;0;0;9.61;0;0.9;0;14.71;0;1.2;0;0;0;0;0;-7.334;COCO
0;0;0;0;0;0.66;0.82;0;1.97;0;0;0;0;0;0;1.31;0;0;0;0;0;0;0;94.43;0;0.82;0;0;0;0;0;-7.61;TEDE
0;0;0;1.2;0;0.6;0;0;1.8;0;0;0.6;0;0;0;0;0;0;0;1.2;0;0;0;92.81;0;1.8;0;0;0;0;0;-7.61;COCO
0;0;0;0;0;14.22;0.43;0;1.72;0;0;0.22;0;0;0;0;0;0;0;0;0;0;0;78.23;0;5.17;0;0;0;0;0;-7.61;TEDE
0;0;0;0;0.26;1.05;6.54;0;31.41;0;0;0.52;0;0;0;0;0;0;0;6.28;0;3.14;0;37.7;0;13.09;0;0;0;0;0;-7.415;COCO
0;0;0;0;0;1.23;0.25;0;95.58;0;0;2.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0.25;0;0;0;0;0;-7.466;COMX
0;0;0;0;0;0;0.25;0;2.21;0.98;0;0;0;2.21;0;0.98;0;0;0;0;0;8.82;0;62.5;0;21.32;0;0;0.74;0;0;-7.61;COMX
0.54;0;1.91;3.54;0;3.81;6.81;8.17;11.44;0.54;0;0;0;3.81;0;0.54;0;0;0;0;0;2.72;0;27.79;0;26.7;0;0;1.63;0;0;-7.61;COMX
0;0;1.16;0;0;26.9;19.31;0.17;2.81;0;0;0.66;0;2.97;0;0;0;0;0;21.78;0;1.32;0.99;20.3;0;1.65;0;0;0;0;0;-7.021;COCO
0;0;0.16;0;0;25.37;0.33;32.62;12.19;0;0;0.16;0;4.78;0;0;0;0;0;7.25;0;0.66;0.99;11.53;0;3.95;0;0;0;0;0;-7.021;COCO
0;0;0.3;0;0;47.26;0.61;33.84;0.61;0;0;0;0;0.91;0;0;0;0;0;6.1;0;0;1.83;6.4;0;1.83;0;0;0.3;0;0;-7.021;COST
0;0;0.44;0.11;0.11;28.51;14.59;9.06;1.88;0;0;0.22;0;6.63;0;0;0;0;0;8.73;0;1.55;4.86;17.68;0;5.64;0;0;0;0;0;-7.021;COCO
0;0;0.9;0;0;16.79;2.53;43.14;4.87;0;0;0;0;4.87;0;0;0;0;0;8.48;0;1.26;3.61;12.82;0;0.72;0;0;0;0;0;-7.021;COCO
0;0;0.59;0.2;0;41.85;0.98;0.2;1.18;0;0;0.2;0;0.2;0;0;0;0;0;12.77;0;3.93;11.79;21.81;0;4.32;0;0;0;0;0;-6.602;COCO
0;0;0;0.15;0;1.95;16.17;20.96;1.05;0;0;0;0;8.38;0;0;0;0;0;10.93;0;2.25;7.34;27.25;0;3.59;0;0;0;0;0;-6.602;COCO
0;0;2.92;0;0;2.12;2.12;5.04;4.77;0.8;0;10.61;0;11.41;0;0;0;0;0;20.42;0;1.86;0;22.02;1.33;14.59;0;0;0;0;0;-7.67;COCO
0;0;0.96;0;0;2.87;15.79;5.74;1.91;0;0;66.51;0;0;0;0;0;0;0;3.35;0;0.48;0;1.91;0;0.48;0;0;0;0;0;-7.67;HODE
0;0;13.43;0;0;3.53;0;16.61;5.65;0.35;0;0.35;0;2.47;0;3.89;0;0;0;14.49;0;2.47;0.35;30.04;0;5.3;0;0;1.06;0;0;-7.67;COCO
0;0;10.63;0.82;0;2.25;0.61;14.72;10.22;0;0;0;0;1.64;0;4.91;0;0;0;31.49;0;1.84;0.2;18.4;0;1.23;0;0;1.02;0;0;-7.67;COCO
0;0;3.87;0.46;0;0.68;1.37;6.38;1.59;0;0;0.23;0;7.74;0;0.46;0;0;0;16.63;0;2.51;0.46;23.69;0;33.26;0;0;0.68;0;0;-7.67;COCO
0;0;2.47;0;0;1.03;0.21;0.62;15.02;0;0;0;0;1.03;0;11.73;0;0;0;36.01;0;2.06;1.65;26.75;0;1.03;0;0;0.41;0;0;-7.476;COCO
0;0;0.9;0;0;1.08;0;0;21.94;0;0;0;0;0.54;0;17.09;0;0;0;37.77;0;1.8;0.36;15.65;0;1.98;0;0;0.9;0;0;-7.476;COCO
0;0;0.71;0.43;0;1.14;7.43;8.86;25.57;0;0;0;0;0.86;0;0.86;0;0;0;30;0;0.86;0.71;20.43;0;2;0;0;0.14;0;0;-7.476;COCO
0;0;4.42;0.16;0;0.98;1.15;2.45;13.58;0.16;0;0;0;32.08;0;0;0;0;0;6.71;0;0;0;22.42;0;15.71;0;0;0.16;0;0;-7.476;COCO
0;0;3.52;0;0;0.88;0.44;3.08;22.47;0;0;0;0;1.76;0;0.44;0;0;0;0.88;0;1.32;0;63.88;0;0.44;0;0;0.88;0;0;-7.62;COCO
0;0;20.37;0;0.31;0.93;0;14.81;1.85;0;0;0.31;0;10.8;0;5.86;0;0;0;7.41;0;0;22.53;0.93;0;12.35;0;0;1.54;0;0;-11.757;COCO
0;0;8.63;0;0;0.6;0;9.23;25.3;0;0;0;0;0;0;0.3;0;0;0;0.3;0;2.68;0;50;0;2.98;0;0;0;0;0;-7.501;COCO
0;0;73.02;0;0;0;0;5.71;1.9;0.32;0;0;0;0;0;15.87;0;0;0;0;0;0;0.63;0;0;0.63;0;0;1.9;0;0;-9.575;TUND
0;0;13.83;0;0.4;0.4;0;6.32;25.3;0;0;0;0;1.58;0;0;0;0;0;2.37;0;0.79;0.79;45.06;0;1.58;0;0;1.58;0;0;-7.62;COCO
0;0;3.98;0;0;0;0;2.21;20.8;0;0;0;0;1.33;0;0;0;0;0;18.14;0;0;0.44;49.12;0;3.98;0;0;0;0;0;-7.16;COCO
0;0;12.55;0;0;1.96;0.39;16.08;33.33;0;0;0.78;0;1.18;0;0.39;0;0;0;11.76;0;0;0;5.1;0;12.94;0;0;3.53;0;0;-8.023;COCO
0;0;10.68;0;0;1.94;0.97;7.28;10.19;0;0;0;0;0;0;0.49;0;0;0;7.77;0;5.83;0;50;0;4.37;0;0;0.49;0;0;-8.081;COCO
0;0;0;0.93;0;0;0;1.85;8.44;0;0;0;0;0;0;2.98;0;0;0;0;0;11.32;0;73.56;0;0;0;0;0;0.93;0;3.037;COMX
1.63;0;0;0;0;3.67;0;7.94;27.49;0;0;0;0;0.92;0;3.67;0;0;0;0;0;2.34;7.94;39.51;0;1.83;0;1.53;1.53;0;0;0.758;COMX
0;0;0;0.1;0;2.31;0;3.61;19.16;0;0;0.5;0;1.2;0;0.7;0;0;0;0;0;2.71;0;53.06;0;1;0;0;15.55;0;0.1;-1.237;COMX
0.81;0;0;0;0;3.46;0;3.26;40.69;0;0;1.63;0;0;0;7.73;0;0;0;0;0;3.26;4.88;32.55;0;1.73;0;0;0;0;0;1.043;COMX
0;0;0;0;0;0;0;5.69;31.33;0;0;0;0;1.14;0;2.28;0;0;0;0;0;49.33;0;9.51;0;0.72;0;0;0;0;0;-9.18;COMX
